iter	Logloss
243	0.4134148937
244	0.4133669013
245	0.413278568
246	0.413173599
247	0.4131166293
248	0.4130564645
249	0.4130235184
250	0.4129674348
251	0.4129325581
252	0.4128346855
253	0.4127550173
254	0.4127165374
255	0.4126805861
256	0.4125966162
257	0.4125632763
258	0.4124974502
259	0.4124223569
260	0.4123966176
261	0.4123730338
262	0.4123433864
263	0.4122683608
264	0.4122115702
265	0.412164533
266	0.4121281122
267	0.4120918285
268	0.4120573856
269	0.4120208455
270	0.411918988
271	0.4118335417
272	0.4118095989
273	0.4117322095
274	0.411711853
275	0.4116680388
276	0.4116408967
277	0.4115525784
278	0.41153273
279	0.4114991559
280	0.4114521506
281	0.4114174249
282	0.411391395
283	0.4113251339
284	0.411277886
285	0.4112084182
286	0.4111565807
287	0.411092074
288	0.4110477544
289	0.4110230847
290	0.4109792844
291	0.4109426907
292	0.4109149448
293	0.4108576558
294	0.4108188076
295	0.4107746377
296	0.4107454144
297	0.4106936186
298	0.4106518244
299	0.4106054129
300	0.4105748818
301	0.4105265622
302	0.4104482306
303	0.4104111034
304	0.4103265128
305	0.4102986363
306	0.410254005
307	0.4102148312
308	0.4101603017
309	0.4101015917
310	0.4100416789
311	0.4099967734
312	0.409931255
313	0.4098979602
314	0.4098477835
315	0.409776981
316	0.4097271565
317	0.4096468347
318	0.4096152505
319	0.4095755652
320	0.4095526903
321	0.4095247987
322	0.4094597473
323	0.4094187424
324	0.4093571217
325	0.4092968924
326	0.4092484409
327	0.409228997
328	0.4091586244
329	0.4091056943
330	0.4090634453
331	0.4090340239
332	0.4089934384
333	0.4089548566
334	0.4089119756
335	0.4088878323
336	0.4088604506
337	0.4088265005
338	0.4087989074
339	0.4087630882
340	0.4087164516
341	0.4086554741
342	0.4086360867
343	0.4086142223
344	0.4085802751
345	0.408550625
346	0.4085113745
347	0.4084877393
348	0.4084285803
349	0.4083912073
350	0.4083572351
351	0.4083275936
352	0.4082883822
353	0.4082489164
354	0.4082177637
355	0.4081758897
356	0.4081480039
357	0.4080804945
358	0.4080335017
359	0.4079590413
360	0.4078836451
361	0.4078342512
362	0.4078034292
363	0.4077685834
364	0.4077538246
365	0.4076987187
366	0.4076706834
367	0.4076171632
368	0.4075937043
369	0.4075709353
370	0.4075352256
371	0.4074813121
372	0.4074231301
373	0.4073903226
374	0.4073495134
375	0.407264464
376	0.4071556585
377	0.4071138582
378	0.4070745145
379	0.4070257227
380	0.4069923252
381	0.4069437793
382	0.4069176291
383	0.4068976273
384	0.4068687188
385	0.4068457094
386	0.4068347659
387	0.4066990742
388	0.4066623414
389	0.4066446884
390	0.4066065887
391	0.4065757085
392	0.4065296141
393	0.4065095797
394	0.4064769202
395	0.406424086
396	0.4063612348
397	0.4063414086
398	0.4063232265
399	0.4062654638
400	0.4061836141
401	0.4061467766
402	0.4060778575
403	0.4060698011
404	0.4060491193
405	0.4060244431
406	0.4059127098
407	0.4058860454
408	0.4058705877
409	0.4058430612
410	0.4058221448
411	0.4058017451
412	0.4057868403
413	0.4057579876
414	0.4057408398
415	0.4057037685
416	0.4056825964
417	0.4056593543
418	0.4056226853
419	0.4056014054
420	0.4055528028
421	0.4055155882
422	0.4054777404
423	0.4054456625
424	0.4054258052
425	0.4053889816
426	0.4053639373
427	0.4053433077
428	0.4053106956
429	0.4052815131
430	0.4052329313
431	0.4052054402
432	0.4051779473
433	0.4051526286
434	0.4051277139
435	0.4050425928
436	0.4049691305
437	0.4049379501
438	0.4049206291
439	0.4048962477
440	0.4048904394
441	0.4048539063
442	0.4048164556
443	0.4047887906
444	0.4047522621
445	0.4047442884
446	0.40470099
447	0.4046508042
448	0.4046008751
449	0.4045562658
450	0.4044471983
451	0.4044067118
452	0.4043846379
453	0.404355009
454	0.4043313918
455	0.4043041565
456	0.4042546211
457	0.404180827
458	0.4041567535
459	0.4041241854
460	0.404087648
461	0.4040632014
462	0.4040352483
463	0.4039942457
464	0.4038621666
465	0.4038061576
466	0.4037802819
467	0.4037474892
468	0.4037006454
469	0.4036699112
470	0.4036522074
471	0.4036132706
472	0.4035758831
473	0.4035243534
474	0.4034564279
475	0.4033940738
476	0.4033471806
477	0.4032809362
478	0.4032586431
479	0.4032023505
480	0.4031683491
481	0.4031423888
482	0.4031241787
483	0.4031057361
484	0.4030651645
485	0.4030468771
486	0.4030222478
487	0.402998267
488	0.4029663189
489	0.4029392652
490	0.4029041299
491	0.4028039132
492	0.4027739389
493	0.4027225419
494	0.4026947226
495	0.402594259
496	0.4025601082
497	0.4025363205
498	0.4025135035
499	0.4024831446
500	0.4024517994
501	0.4024211367
502	0.4023828996
503	0.4023482392
504	0.4023131208
505	0.4022705222
506	0.4022568214
507	0.4022203268
508	0.4021652192
509	0.4021145437
510	0.4020693805
511	0.4020435564
512	0.4020050515
513	0.4019803135
514	0.4019618292
515	0.4019325464
516	0.4019201325
517	0.40188816
518	0.4018584461
519	0.4018179773
520	0.4018114469
521	0.401777592
522	0.4017578865
523	0.4017199014
524	0.4016929495
525	0.4016746747
526	0.4016426281
527	0.4015898709
528	0.4015602235
529	0.4015347727
530	0.4015144454
531	0.401466382
532	0.4014339478
533	0.4014032394
534	0.4013778549
535	0.4013342997
536	0.4013143462
537	0.4012912983
538	0.4012763098
539	0.4012228451
540	0.401184297
541	0.401163313
542	0.4011226779
543	0.4010905397
544	0.4010559579
545	0.401020235
546	0.4009554965
547	0.4009250252
548	0.400901811
549	0.4008811679
550	0.4008610065
551	0.4008306203
552	0.4008034001
553	0.4007658841
554	0.400705797
555	0.400685382
556	0.400655071
557	0.4006217191
558	0.4005888859
559	0.4005510064
560	0.4005252341
561	0.4004963022
562	0.4004753257
563	0.4004476682
564	0.4004337207
565	0.4004011388
566	0.4003883259
567	0.4003435168
568	0.4003075704
569	0.4002633199
570	0.4002371925
571	0.4002139593
572	0.400178814
573	0.4001625916
574	0.4001362174
575	0.4001145837
576	0.4000859201
577	0.4000707659
578	0.4000302334
579	0.4000052888
580	0.3999506822
581	0.3999192505
582	0.3998967063
583	0.3998806133
584	0.3998574558
585	0.3998222484
586	0.3997927426
587	0.3997640853
588	0.3997438671
589	0.3997282299
590	0.3996989123
591	0.39966664
592	0.3996355209
593	0.399597228
594	0.3995824915
595	0.3995595285
596	0.3995460773
597	0.3995235034
598	0.3994514108
599	0.3994266886
600	0.3994011581
601	0.3993769315
602	0.3993072684
603	0.3992872845
604	0.3991946775
605	0.3991664653
606	0.3991476427
607	0.3991106432
608	0.399088818
609	0.3990711802
610	0.3990461936
611	0.3989876349
612	0.3989729213
613	0.398952068
614	0.398932351
615	0.3989087419
616	0.3988626576
617	0.3988439473
618	0.3987942597
619	0.3987457875
620	0.398713216
621	0.3986906511
622	0.398668711
623	0.3986530239
624	0.3986203188
625	0.3985725755
626	0.3985583655
627	0.3985282536
628	0.3984957822
629	0.3984613551
630	0.3984101444
631	0.3983808842
632	0.3983396645
633	0.3982970777
634	0.3982708795
635	0.3982420752
636	0.3982162544
637	0.3981922354
638	0.3981560304
639	0.3981244958
640	0.3980947326
641	0.3980577902
642	0.3980306648
643	0.3980249966
644	0.3980084906
645	0.3979855507
646	0.3979717751
647	0.3979194792
648	0.3978922304
649	0.3978513273
650	0.3978125974
651	0.3977820227
652	0.3977107852
653	0.3976850554
654	0.3976509785
655	0.3976007515
656	0.3975745099
657	0.3975287157
658	0.3974890246
659	0.3974022016
660	0.3973759803
661	0.397341414
662	0.3973017709
663	0.3972791961
664	0.3972565459
665	0.397237289
666	0.3972258484
667	0.3972027283
668	0.3971773303
669	0.3971528735
670	0.3971297442
671	0.397084178
672	0.3970703479
673	0.3970580759
674	0.397033202
675	0.3970162825
676	0.3969866708
677	0.3969501487
678	0.396930241
679	0.3969156716
680	0.3968809699
681	0.396862831
682	0.3968340399
683	0.3968217643
684	0.3967862574
685	0.3967615198
686	0.3967318877
687	0.3966850925
688	0.3966701039
689	0.3966555403
690	0.3966276921
691	0.3966087365
692	0.3965907238
693	0.3965470349
694	0.3965207472
695	0.3964796563
696	0.3964496488
697	0.3964315808
698	0.3964130863
699	0.3963784887
700	0.3963556518
701	0.3963345049
702	0.3963107321
703	0.3962900259
704	0.3962495023
705	0.396215025
706	0.3961861866
707	0.3961373799
708	0.3960955558
709	0.3960332798
710	0.3959919234
711	0.3959662311
712	0.3959359255
713	0.3959078385
714	0.3958885746
715	0.3958498524
716	0.3958223001
717	0.3957890183
718	0.3957612021
719	0.3957426626
720	0.3957280831
721	0.3957148551
722	0.3956700992
723	0.3956391155
724	0.3956239977
725	0.3956038706
726	0.3955731759
727	0.3955554777
728	0.3955229344
729	0.3954870843
730	0.3954522964
731	0.3954324419
732	0.3954062222
733	0.3953702689
734	0.3953608935
735	0.3953235286
736	0.3953054327
737	0.3952473994
738	0.3952115692
739	0.3951821389
740	0.3951632937
741	0.3951472191
742	0.3951225444
743	0.3950990685
744	0.3950653504
745	0.3950277283
746	0.395005912
747	0.3949588723
748	0.3949392061
749	0.3948813544
750	0.3948590814
751	0.3948378372
752	0.394806776
753	0.3947820972
754	0.3947580418
755	0.3947261703
756	0.3946847183
757	0.3946619135
758	0.3946343904
759	0.3944489201
760	0.3944200736
761	0.3943953167
762	0.3943852973
763	0.3943597925
764	0.3943462697
765	0.3943187629
766	0.39429838
767	0.3942822521
768	0.3942451612
769	0.3942270491
770	0.3942049301
771	0.3941948189
772	0.3941697177
773	0.3941327876
774	0.3940890632
775	0.3940765207
776	0.3940610907
777	0.3940226953
778	0.3939984874
779	0.3939718101
780	0.3939385518
781	0.3939083138
782	0.3938840424
783	0.3938517477
784	0.3938274569
785	0.3938152224
786	0.3937862506
787	0.3937546541
788	0.3937348232
789	0.3937157145
790	0.3936937097
791	0.3936567405
792	0.3936450377
793	0.3936221974
794	0.3936013296
795	0.3935214654
796	0.3935021691
797	0.3934797522
798	0.3934619986
799	0.393442752
800	0.3934254488
801	0.3934109964
802	0.3933438637
803	0.3933095455
804	0.3932826949
805	0.3932589346
806	0.3932202084
807	0.3932103433
808	0.3931692315
809	0.3931447489
810	0.3931041888
811	0.3930783256
812	0.3930427051
813	0.3930101193
814	0.3928610168
815	0.3928322375
816	0.3928088401
817	0.3927523542
818	0.3927306302
819	0.3927046299
820	0.3926860265
821	0.3926483981
822	0.3926115695
823	0.392587669
824	0.3925528272
825	0.3925216321
826	0.3924838452
827	0.3924602588
828	0.3924337986
829	0.3923997145
830	0.3923734275
831	0.392354755
832	0.3923334975
833	0.392309332
834	0.3922818142
835	0.3922494861
836	0.3922187596
837	0.3922107764
838	0.3921840421
839	0.3921661433
840	0.3921314529
841	0.3920155105
842	0.3920056232
843	0.3919373286
844	0.3919117886
845	0.3918768962
846	0.3918514038
847	0.3918197446
848	0.3917753825
849	0.391751893
850	0.3917278772
851	0.391716382
852	0.391698104
853	0.3916757989
854	0.3916421792
855	0.3916305947
856	0.3916113469
857	0.3915892611
858	0.3915623824
859	0.3915372406
860	0.3915181724
861	0.3914940427
862	0.3914854486
863	0.3914657021
864	0.3914381217
865	0.391419466
866	0.3914079337
867	0.3913682743
868	0.3913447725
869	0.3913093597
870	0.3912929435
871	0.3912613637
872	0.3912519813
873	0.3912145168
874	0.3911855231
875	0.3911577156
876	0.3911402533
877	0.3911108299
878	0.3910906847
879	0.3910692514
880	0.391034854
881	0.390998665
882	0.3909708412
883	0.3909393817
884	0.3909039728
885	0.3908806925
886	0.3908541381
887	0.3908357291
888	0.39080546
889	0.3907971925
890	0.3907744088
891	0.390744465
892	0.3907152363
893	0.3907028118
894	0.3906847593
895	0.3906641705
896	0.3906596313
897	0.3906419198
898	0.3905655185
899	0.3905133485
900	0.3904895943
901	0.3904699787
902	0.3904468334
903	0.3904335568
904	0.390398793
905	0.3903668965
906	0.3903267231
907	0.3903061828
908	0.3902534361
909	0.390223851
910	0.3901978614
911	0.3901659995
912	0.3901475555
913	0.3901347052
914	0.3901090811
915	0.3900826159
916	0.3900731727
917	0.3900477955
918	0.3900095736
919	0.3899832756
920	0.3899364712
921	0.3899251241
922	0.3898775203
923	0.3898429187
924	0.3898229059
925	0.3898011395
926	0.3897787846
927	0.3897454705
928	0.3897200534
929	0.389698849
930	0.389690477
931	0.3896469357
932	0.3895962113
933	0.3895764202
934	0.389555375
935	0.3895299461
936	0.3894992045
937	0.3894445508
938	0.3894303836
939	0.389411565
940	0.3893987772
941	0.3893659195
942	0.3893393948
943	0.3893083988
944	0.3892825867
945	0.3892550169
946	0.3892373385
947	0.3892201083
948	0.3891859447
949	0.389167458
950	0.3891498251
951	0.3891030334
952	0.3890660326
953	0.389034764
954	0.3890220224
955	0.3889996606
956	0.3889778802
957	0.3889596815
958	0.3889117054
959	0.3888990303
960	0.3888797759
961	0.3888518922
962	0.3887528536
963	0.3887151081
964	0.3887019062
965	0.3886670253
966	0.3886513777
967	0.3886331558
968	0.3886248875
969	0.3886064421
970	0.3885212995
971	0.3884921615
972	0.3884566408
973	0.3884262031
974	0.3883965895
975	0.3883750934
976	0.388342879
977	0.3882968262
978	0.388278524
979	0.3882559224
980	0.3882262907
981	0.3881989692
982	0.388153017
983	0.3881237622
984	0.3880925963
985	0.3880625932
986	0.3880411338
987	0.3880203468
988	0.3879970058
989	0.3879105148
990	0.3878773626
991	0.387852161
992	0.3878007298
993	0.3877517077
994	0.3877344748
995	0.3877145179
996	0.3876895842
997	0.3876029716
998	0.3875685976
999	0.3875376948
